宸纶,1.帝王的诏书﹑制令。
子满,1.中医学病名。指妇女妊娠六七月时全身浮肿﹑腹胀而喘的病证。
子卯,1.甲子和乙卯。古以为忌日。
子民,"1.爱护人民;治民。 
2.人民﹑百姓;治下的百姓。"
子明,"1.桑树的别名。传说三国吴孙权时，永康县有人入山，遇一大龟，即束之而归。""夜泊越里，缆舟于大桑树。宵中，树忽呼龟曰'劳乎元绪，奚事尔耶?'龟曰'我被拘系，方见烹舋，虽然尽南山之樵，不能溃我。'树曰'诸葛元逊博识，必致相苦，令求如我之徒，计从安得?'龟曰'子明无多辞，祸将及尔。'树寂而止。""见南朝宋刘敬叔《异苑》卷三。 
2.传说中的仙人。陵阳子明好钓鱼，于旋溪钓得白龙，拜而放之◇得白鱼，腹中有书，教以服食之法。子明食之而成仙。见汉刘向《列仙传．陵阳子明》。 
3.水银的别名。"
子墨,1.汉扬雄作品中虚构的人名◇借指文章﹑文辞。
子牟,"1.即魏公子牟。战国时人。因封于中山，也叫中山公子牟。曾说""身在江海之上，心居乎魏阙之下。""见《吕氏春秋·审为》◇常用作心存朝廷或忧国的典实。"
子母,"1.母子。亦指母女。 
2.指大小﹑主从关系。 
3.古称钱币轻而币值低者为子，重而币值高者为母。 
4.犹言本利。子，利息;母，本金。 
5.指杯盘。"
子母弹,弹体内装有若干子弹的弹药。当子母弹飞抵目标区时，在时间引信作用下，子弹被抛出，撞击目标时爆炸，可毁伤装甲目标和有生力量。
子母环,1.大环中穿一小环，谓之子母环。
子母笺,"1.谓诗笺彼此酬和往复，犹如青蚨钱之去而复来，因称""子母笺""。"
子母扣,1.纽扣的一种，用金属制成，一凸一凹的两个嵌合成一对。又名摁扣。
子母雷,1.地雷的一种。踩响雷群中任何一枚，即引起连续爆炸。
子母牛,1.指牝牛。一说，指牛犊与母牛。
子母钱,"1.即青蚨钱。传说青蚨生子必依草叶，大如蚕子。取其子，母即飞来，不以远近。虽潜取其子，母必知处。以母血涂钱八十一文，以子血涂钱八十一文，每市物，或先用母钱，或先用子钱，皆复飞归，轮转无已。见晋干宝《搜神记》卷十三。 
2.利钱和本钱。亦专指利钱。"
子母筒,1.子弹壳。
子母相权,"1.古代有关货币本位与流通的理论。谓同时流通的两种货币，可以用一种为标准确定对另一种的交换率。最早作系统阐述者为东周单旗。见《国语·周语下》。 
2.谓经商取利或放债取息。"
子母印,指一大一小两个印章套合组成的印章。大者为母印，小者为子印，多有兽钮或龟钮，母印腹空纳子印，合成母抱子状。亦有母印钮作身，子印钮作首，合而成完整兽形者。
子母钟,由精度较高的母钟控制若干子钟运转的时钟。母钟每隔一定时间发送脉冲电流给子钟，使子钟的继电装置驱动指时机构同步运转，以达到计时统一。主要应用于车站、机场、邮电、工矿企业及机关等需要严格统一时间的场所。
子母舟,1.古代战船的一种。
子母竹,1.竹子的一种。又名慈竹。
子目,1.总目﹑总纲下的细目。
子男,"1.子爵和男爵。古代诸侯五等爵位的第四等和第五等。 
2.儿子。"
子囊,1.某些植物体内藏孢子的器官。
子埝,"1.亦称""子堤""。 
2.为防止洪水漫溢决口，在堤顶上临时加筑的小堤。"
子女,"1.男和女。 
2.美女;年青女子。 
3.儿女。"
子皮,1.鸱夷子皮的省称。范蠡之号。春秋时楚人，曾为越大夫，助越灭吴◇至陶经商致富，又称陶朱公。
子脾,1.培育蜂儿(包括卵﹑蛹和幼虫)的巢脾。
子平,"1.传说宋有徐子平，精于星命之学，故后世术士宗之。一说，子平，名居易，五季人，尝与麻衣道者陈图南同隐华山。见清翟灏《通俗编．艺术》。因即以""子平""指星命之学。是一种根据星象或人的生辰八字推算人的命运的迷信方法。"
子期,1.即锺子期。春秋时楚人，精于音律，与伯牙友善。伯牙鼓琴，志在高山流水，子期听而知之。子期死，伯牙绝弦破琴，终身不复鼓琴。见《吕氏春秋．本味》。
子奇,1.相传为春秋时齐国人。十八岁治阿县，阿大治◇用以称年少有才华的人。
子气,1.中医学病名。指妇女妊娠期中出现的自膝至足浮肿﹑小便频繁的病证。
子钱,1.贷给他人取息之钱。犹高利贷。
子钱家,1.放债取息的人。犹言高利贷者。
子墙,1.院落内部的小墙。
子乔,1.春秋时神话传说人物。
子侨,1.即王子侨。神话人物。据《楚辞·天问》王逸注，崔文子学仙于王子侨，子侨曾化为白蝩，持药与崔文子，文子惊怪，引戈击中白蝩，药堕地，乃子侨之尸。文子取尸覆于筐内，须臾化为大鸟飞去。一说与王子乔同为一人。
子人,1.复姓。春秋郑有子人九。见《左传．僖公二十八年》。
子氄,1.细软的毛缎。
子桑,"1.《庄子》中寓言人物。 
2.复姓。春秋鲁国有子桑伯子。见《论语·雍也》。"
子奢,1.即子都。春秋时郑国美男子。
子舍,"1.小房;偏室。一说，诸子所居的屋舍。 
2.借指儿子;儿女。"
子声,"1.即半律，也称半声。古乐十二律中相邻两音间的音程。 
2.做声。"
子石,"1.制砚用的上等端石。 
2.公孙龙的字。春秋卫人(一说楚人)，孔子弟子。《史记·仲尼弟子列传》""子张﹑子石请行，孔子弗许。""司马贞索隐""〔子石〕公孙龙也。"""
子石砚,1.用子石制成的上等端砚。
子时,1.旧时计时法指夜里十一点钟到一点钟的时间。
子实,"1.稻﹑麦﹑粟谷﹑高粱等粮食作物穗上的种子;大豆﹑小豆﹑绿豆等豆类作物豆荚内的豆粒。参见""子粒""。"
子使,1.犹副使。
子室,1.孺子室。古代贵族养育幼童的居室。
子书,"1.指图书四部分类法中的子部书籍。如《老子》﹑《墨子》﹑《荀子》等。参见""子部""。"
子叔,1.复姓。春秋时鲁国有子叔声伯。见《国语．鲁语上》。
子嗽,1.中医学病名。指妇女妊娠期中出现的干咳﹑烦热的病证。
子司,1.下属机构﹑部门。
子姒,"1.三代的夏，姒姓;商，子姓。因以""子姒""称商代和夏代。"
子孙,"1.儿子和孙子，泛指后代。 
2.单指儿子。"
子孙饽饽,1.旧时婚礼仪式中给新娘﹑新郎做的饽饽。旧时以为新婚夫妇食后可多子多孙。
子孙饭,"1.子孙的食禄。按迷信说法，一个人的利禄富贵是命定的，靠做坏事勉强多求，将来会在子孙身上折除，叫做吃""子孙饭""。"
子孙饺子,1.旧时结婚仪式中给新娘﹑新郎做的饺子。民间风俗以为新婚夫妇食后会生儿育女。
子孙瑞,"1.即天癸。指女子月经。妇女有月经始能生育，故称月经初潮为""子孙瑞""。"
子孙桶,1.旧称嫁女时随妆奁一同陪送的红漆马桶。
子索,1.只得;只须。
子亭,1.小亭。
子童,1.后妃﹑仙女的自称。
子头,1.古代博戏从中抽取的头钱。
子推,"1.春秋时晋国人，姓介。也称介之推﹑介推。 
2.旧俗为纪念介子推在寒食前一日所作枣糕名。"
子午,"1.指南北。古人以""子""为正北，以""午""为正南。 
2.指夜半和正午。旧时计时法，以夜间十一时至一时为""子""时，以白昼十一时至一时为""午""时。 
3.见""子午谷""。"
子午道,1.古隘道名『平帝元始五年开辟的关中到汉中的南北通道。
子午谷,"1.亦省称""子午""。 
2.谷名。在今陕西省秦岭山中，为川陕交通要道。据《长安志》载，谷长六百六十里，北口曰子，在西安府南百里;南口曰午，在汉中府洋县东一百六十里。"
子午花,1.金钱花的别名。
子午莲,1.即睡莲。其花午时开子时敛，或子时开午时敛，故名。
子午面,一般指通过地面一点包含地球南北极的平面。
子午痧,1.即霍乱。因起病凶猛，有子时发病午时死亡的危险，故名。
子午线,又称经线”。子午面与地球表面的交线。
子午仪,1.测定天体赤道坐标的仪器。镜筒安在东西方向的轴上，天体在子午圈上时，能从镜筒中看到，并从圆环的刻度上求出其赤道坐标。
子兮,"1.嗟叹之词。《诗．唐风．绸缪》""子兮子兮!如此良人何!""毛传""子兮者，嗟兹也。""孔颖达疏""子兮子兮，自嗟叹也。""王引之《经义述闻．毛诗上》""嗟兹即嗟嗞。《说文》'嗞，嗟也。'""一说，犹言你呀，用_人称。"
子息,"1.子嗣，儿子。 
2.泛指儿女。 
3.借贷的利息。 
4.孳生蕃息。"
子雟,1.鸟名。即子规。
子细,"1.认真﹑细致;细心。 
2.小心，留神。 
3.清晰;分明。 
4.详情;底细。"
子弦,1.较细的丝弦，做三弦﹑琵琶﹑南胡的外弦用。
子星,"1.星名。属井宿，即天鸽座中间二星。 
2.双星或聚星的成员星泛称""子星""。"
子姓,"1.泛指子孙﹑后辈。 
2.谓子辈;子女。 
3.特指孙辈。"
子胥,1.春秋楚大夫伍员的字。楚平王杀其父奢兄尚，其经宋郑入吴，助阖庐夺取王位，整军经武。不久，攻破楚国，掘楚平王之墓，鞭尸三百。吴王夫差时，因力谏停止攻齐，拒绝越国求和，而渐被疏远◇夫差赐剑命自杀，并以鸱夷革盛其尸浮于江上。
子虚乌有,1.指虚构的﹑不存在的事情。
子畜,1.幼小的牲畜。
子壻,"1.亦作""子?""。亦作""子婿""。 
2.女儿的丈夫，女婿。"
子婿,"1.见""子壻""。"
子学,1.即诸子学。一般与经学﹑史学并提。
小徭,1.供官府杂使的徭役。
小徭役,1.即小徭。
小咬,1.方言。指蠓﹑蚋等类昆虫。人被叮咬后局部肿胀﹑奇痒。
小要,"1.细腰。要﹐""腰""的古字。 
2.古深衣之衽(两旁前后幅缝合之处﹐即腰部衣身最狭之外)。 
3.古代合棺之木。两边各三枚﹐两头各二枚。又名""衽""。"
小爷,"1.古时称太子。 
2.犹少爷。"
小爷叔,1.方言。对表现较差而又难以管束的青年人的贬称。
小业寃,1.犹言小冤家。
小业主,1.占有少量资产﹐从事小规模的生产经营﹐不雇用或雇用少数工人的小工商业者。
小夜班,1.工业生产中三班制的中班。
小夜曲,源于中世纪吟唱诗人所唱的情歌，与晨歌对称。常由男子晚上在恋人的窗下演唱，用吉他或曼陀林伴奏。18世纪70年代在欧洲贵族宫廷里出现的一种器乐重奏或小型乐队演奏的娱乐性组曲，也称小夜曲，其风格明朗、轻快，近似嬉游曲。
小靥,"1.古代妇女颊上的小样装饰。 
2.借指美女。"
小一,1.古人想象中物质小至不能再分的质点。惠施用以称无穷小。
小衣,1.内裤;裤子。
小衣子儿,1.小娃娃。
小仪,"1.礼仪细节。 
2.唐代礼部主事的别称。"
小姨娘,"1.称母亲的幼妹。 
2.旧时称父辈年轻的妾。"
小姨子,1.即小姨。
小遗,1.小便﹐撒尿。
小乙,1.古代对年轻男性排行第一者的俗称。
小艺,"1.指礼﹑乐﹑射﹑御﹑书﹑数六艺。 
2.小技艺。"
小异,"1.稍微不同。 
2.指细微不同处。 
3.微有特异。"
小异大同,1.小部分不同﹐大部分相同。
小役,"1.小差事。 
2.小规模的劳役。"
小意,"1.小心;小殷勤。 
2.小便宜。"
小意思,"1.称所赠送礼物的谦词。亦直指微薄的心意。 
2.喻不值一提的事物。"
小鹢,1.小船。
小翼,1.小船。
小尹,"1.古指小官。《书．立政》""立政任人﹑准夫﹑牧﹐作三事。虎贲﹑缀衣﹑趣马小尹。""孔颖达疏""自虎贲已下﹐历举官名﹐言此官皆须得其人﹐不以官之尊卑为次。盖以从近而至远﹐虎贲﹑缀衣﹑趣马三者官虽小﹐须慎择其人。""一说指小官之长。蔡沈集传""小尹﹐小官之长。"""
小饮,"1.犹小酌。场面简单而随便的饮酒。 
2.小量地饮;略饮。"
小隐,1.谓隐居山林。
小影,"1.即小像。 
2.形象。"
小勇,1.匹夫之勇。
小用,"1.小额用度。 
2.犹言小才。 
3.用而未尽其才﹐犹言派小用场。"
小优,"1.略胜。 
2.年少的俳优。亦指年轻的演戏卖唱人。"
小游神,1.传说中的吉利神祇。
小友,"1.年长者对所敬佩的年轻者的称呼。 
2.科举时代有科名者对未进学童生的称呼。"
小有,"1.稍有一些。 
2.谓薄有资财。犹言小阜﹑小康。"
小有产者,1.小资产阶级分子。
小有洞,1.指仙境。
小有清虚之天,"1.见""小有天""。"
小有天,"1.道家所传洞府名。在河南省济源县西王屋山。 
2.泛喻名胜地方。"
小幼,"1.童稚之时。 
2.歌僮。"
小侑儿,1.旧时唱歌劝酒的年轻女子。
小余,"1.凡不满一甲(即六十)余下的日数称大馀﹐不满一日(包括夜)余下的分数称小馀。""大余""﹑""小余""各分前﹑后。前""大余""指所求年天正十一月(即今所用的农历前一年十一月)朔那一天的干支﹐前""小余""是指这一天合朔的时刻;后""大余""是指这一年冬至那一天的干支﹐后""小余""是指冬至在这一天的时刻。前""小余""按一日九百四十分计算﹐后""小余""按一日三十二分计算。 
2.泛指一日馀下的短暂时光。"
小舆,"1.王室使用的轻车。一名舆车。 
2.泛指一般小车;小轿。"
小语,"1.细碎之说。指杂录﹑笔记体文字。 
2.以描绘微小事物为内容的杂体辞赋。 
3.短暂交谈。 
4.细语。"
小庾,1.称晋荆州刺史庾翼。翼继兄亮镇武昌。皆有名﹐故称。
小玉,"1.传说中吴王夫差的女儿。 
2.神话中仙人侍女名。 
3.泛称侍女。"
小愈,1.谓病稍痊可。
小寃家,"1.年轻情人间的昵称。 
2.埋怨和责骂自己孩子时的话。"
小院,1.小庭院;小院落。
小月,"1.农历以月仅二十九日为小月。 
2.阳历以三十日为小月。 
3.小产。俗称做产为""坐月子""﹐故称小产为""坐小月子""﹐简称""小月""。"
小月氏,"1.古族名『文帝初年﹐月氏的一部分人没有西迁﹐进入南山﹐与羌人杂居﹐称小月氏『武帝元狩二年(公元前121年)﹐霍去病定西河地﹐小月氏出山﹐与汉人杂居。共有七个大种﹐分布在湟中及令居﹐称""湟中月氏胡""。另有数百户在张掖﹐称""义从胡""。 
2.古西域国名。公元五世纪前期﹐大月氏贵霜国王寄多罗南侵北天竺﹐占领五国﹐命其子在干陀罗为王﹐都富楼沙(今巴基斯坦白沙瓦)﹐称小月氏国。五世纪后期被嚈哒所灭。"
小运,"1.旧时星命家用语。谓每一年行一运﹐主一年的吉凶﹐称小运﹐也称流年。 
2.堪舆家语。大致依《皇极经世书》之说﹐以甲子六十年为一元﹐又以一元六十年为大运﹐一元之中每二十年为小运﹐以此定地气之衰旺。"
小韵,"1.诗八病之一。又名伤音病。凡五言诗一联中除韵脚外﹐其余九字中有相同之韵者即为犯小韵。如""客子已乖离﹐那宜远相送""﹐子﹑已﹑离﹑宜同韵﹐即称为犯小韵。"
小哉,1.犹下等。
小宰相,1.北魏时称侍中黄门。
小宰羊,1.谓豆腐。
小崽子,1.詈词。犹小畜生。
小灶,"1.轻便炉灶﹐多供行旅使用。 
2.集体伙食标准中最高的一级。以别于""大灶""﹑""中灶""。 
3.泛指用小锅灶烧煮的饭菜。 
4.比喻特殊的待遇等。"
小摘,1.随意采摘。
小宅,1.对己宅的谦称。
小张,1.指唐张旭。
小丈夫,1.庸俗而识短的人。
